concept_set_id,concept_set_name,project_id,assigned_informatician,assigned_sme,status,stage,intention,n3c_reviewer,alias,archived,created_by,created_at
[VSAC] Blood Transfusion 213,[VSAC] Blood Transfusion 213,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group procedures of blood transfusions.; Data Element Scope: This value set may use a model element related to procedure.; Inclusion Criteria: Includes concepts that represent procedures of a blood transfusion.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:39.972Z
[VSAC] Eclampsia 347,[VSAC] Eclampsia 347,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: ; Data Element Scope: ; Inclusion Criteria: ,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.000Z
[VSAC] Acute Renal Failure 342,[VSAC] Acute Renal Failure 342,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: ; Data Element Scope: ; Inclusion Criteria: ,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.000Z
[VSAC] Acute Heart Failure 351,[VSAC] Acute Heart Failure 351,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: ; Data Element Scope: ; Inclusion Criteria: ,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.000Z
[VSAC] Neuromuscular Disease 307,[VSAC] Neuromuscular Disease 307,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify diagnoses of neuromuscular disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a neuromuscular disease.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.001Z
[VSAC] Acute Respiratory Distress Syndrome 367,[VSAC] Acute Respiratory Distress Syndrome 367,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: ; Data Element Scope: ; Inclusion Criteria: ,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.001Z
[VSAC] Cirrhosis or other liver disease,[VSAC] Cirrhosis or other liver disease,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: This set of values contains codes that identify patients with a diagnosis of cirrhosis or other liver disease.; Data Element Scope: This value set is developed for the diagnosis QDM datatype. It can potentially be used for other datatypes as well.; Inclusion Criteria: Include all diagnosis codes associated with cirrhosis or other liver disease.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.001Z
[VSAC] Active Bleeding,[VSAC] Active Bleeding,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: This value set contains concepts that represent post operative hemorrhaging.; Data Element Scope: This value set may use Quality Data Model (QDM) category related to the finding category or diagnosis code. The intent of this data element is to identify patients with post operative hemorrhaging.; Inclusion Criteria: Includes only relevant concepts associated with post operative hemorrhaging.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.002Z
[VSAC] Gestational Diabetes,[VSAC] Gestational Diabetes,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses of gestational diabetes.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of gestational diabetes.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.002Z
[VSAC] Bleeding Disorder,[VSAC] Bleeding Disorder,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses of a bleeding disorders.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a bleeding disorder.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.002Z
[VSAC] Bariatric Surgery,[VSAC] Bariatric Surgery,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses of bariatric surgery.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a bariatric surgery.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.002Z
[VSAC] Gastrointestinal Disease,[VSAC] Gastrointestinal Disease,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses of gastrointestinal diseases.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a gastrointestinal disease.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.002Z
[VSAC] Long Term Anticoagulant Use,[VSAC] Long Term Anticoagulant Use,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses for long term use of anticoagulants.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis for current long term use of anticoagulants.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.003Z
[VSAC] Antithrombotic Therapy_Antiplatelet,[VSAC] Antithrombotic Therapy_Antiplatelet,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to represent concepts of medications that are antiplatelet medications used to reduce stroke mortality and morbidity.; Data Element Scope: This value set may use a model element related to Medication.; Inclusion Criteria: Includes concepts that represent a medication that is an antithrombotic medication, including oral, rectal, and injectable dose forms.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.003Z
[VSAC] Antithrombotic Therapy,[VSAC] Antithrombotic Therapy,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to represent concepts of medications that are anticoagulant and antiplatelet medications used to reduce stroke mortality and morbidity.; Data Element Scope: This value set may use a model element related to Medication.; Inclusion Criteria: Includes concepts that represent a medication that is an antithrombotic medication, including oral, rectal, and injectable dose forms.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.003Z
[VSAC] Anticoagulant Therapy,[VSAC] Anticoagulant Therapy,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for medications prescribed at hospital discharge for anticoagulant therapy for patients following acute ischemic stroke.; Data Element Scope: This value set may use a model element related to Medication.; Inclusion Criteria: Includes concepts that represent a medication for oral and injectable drug forms of anticoagulants.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.003Z
[VSAC] Antithrombotic Therapy_Anticoagulant,[VSAC] Antithrombotic Therapy_Anticoagulant,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to represent concepts of medications that are anticoagulant medications used to reduce stroke mortality and morbidity.; Data Element Scope: This value set may use a model element related to Medication.; Inclusion Criteria: Includes concepts that represent a medication that is an antithrombotic medication, including oral, rectal, and injectable dose forms.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.003Z
[VSAC] Atrial Fibrillation/Flutter,[VSAC] Atrial Fibrillation/Flutter,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts of diagnoses to identify patients with a history of atrial fibrillation/flutter or a current finding of atrial fibrillation/flutter.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a history of atrial fibrillation/flutter or a current finding of atrial fibrillation/flutter.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.004Z
[VSAC] Hemorrhagic Stroke,[VSAC] Hemorrhagic Stroke,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify concepts for diagnoses of hemorrhagic stroke.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of hemorrhagic stroke.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.004Z
[VSAC] General Surgery,[VSAC] General Surgery,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to represent concepts of procedures for thoracic and abdominal general surgery procedures, except for cardiac procedures.; Data Element Scope: This value set may use a model element related to Procedure.; Inclusion Criteria: Includes concepts that represent a procedure for thoracic and abdominal general surgery, except for cardiac procedures.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.006Z
[VSAC] Hip Fracture Surgery,[VSAC] Hip Fracture Surgery,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for procedures of hip fracture surgery.; Data Element Scope: This value set may use a model element related to Procedure.; Inclusion Criteria: Includes concepts that represent a procedure for hip fracture surgery.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.007Z
[VSAC] Hip Replacement Surgery,[VSAC] Hip Replacement Surgery,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts of procedures for total hip replacement procedures.; Data Element Scope: This value set may use a model element related to Procedure.; Inclusion Criteria: Includes concepts that represent a procedure for a total hip replacement.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.007Z
[VSAC] Intracranial Neurosurgery,[VSAC] Intracranial Neurosurgery,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for procedures of intracranial neurosurgery.; Data Element Scope: This value set may use a model element related to Procedure.; Inclusion Criteria: Includes concepts that represent a procedure for intracranial neurosurgery.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.007Z
[VSAC] Knee Replacement Surgery,[VSAC] Knee Replacement Surgery,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for the procedure of a total knee replacement.; Data Element Scope: This value set may use a model element related to Procedure.; Inclusion Criteria: Includes concepts that represent a procedure for total knee replacement.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.008Z
[VSAC] Asthma,[VSAC] Asthma,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: Asthma conditions which suggest applicability of NHLBI NAEPP EPR3 Guidelines for the Diagnosis and Management of Asthma (2007) and the 2020 Focused Updates to the Asthma Management Guidelines; Data Element Scope: FHIR Condition.code; Inclusion Criteria: SNOMEDCT concepts in ""Asthma SCT"" and ICD10CM concepts in ""Asthma ICD10CM"" valuesets.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.008Z
[VSAC] Bronchiectasis Disorder ICD10CM,[VSAC] Bronchiectasis Disorder ICD10CM,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: Bronchiectasis; Data Element Scope: Bronchiectasis disorders that may require medical equipment such as oxygen therapy, as defined by U.S. Centers for Medicare and Medicaid.; Inclusion Criteria: Bronchiectasis, acquired and congenital, tuberculosis bronchiectasis",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.008Z
[VSAC] Bronchiectasis Disorder SNOMED,[VSAC] Bronchiectasis Disorder SNOMED,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: Bronchiectasis; Data Element Scope: Bronchiectasis disorders that may require medical equipment such as oxygen therapy, as defined by U.S. Centers for Medicare and Medicaid.; Inclusion Criteria: Bronchiectasis, acquired and congenital, tuberculosis bronchiectasis",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.008Z
[VSAC] Comorbid Conditions for Respiratory Conditions,[VSAC] Comorbid Conditions for Respiratory Conditions,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of immunocompromising and chronic respiratory conditions, which increase susceptibility of contracting an acute bacterial infection.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of immunocompromising and chronic respiratory conditions, which increase susceptibility of contracting an acute bacterial infection.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.009Z
[VSAC] Cancer,[VSAC] Cancer,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of cancer.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of cancer.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.013Z
[VSAC] Cerebrovascular Diseases,[VSAC] Cerebrovascular Diseases,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: This set of values contains terms related to cerebrovascular diseases.; Data Element Scope: ; Inclusion Criteria: Includes acute (e.g., cerebrovascular accident) and chronic (e.g., Moyamoya disease) cerebrovascular diseases.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.013Z
[VSAC] Chronic Kidney Disease All Stages (1 through 5),[VSAC] Chronic Kidney Disease All Stages (1 through 5),,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: This set of values contains diagnosis terms representing All Stages (1 or 2 or 3 or 4 or 5) of chronic kidney disease.; Data Element Scope: The intent of this set of values is to identify patients who have a diagnosis of any stage of chronic kidney disease.; Inclusion Criteria: Includes all stages of chronic kidney disease diagnosis that represent impaired kidney function, significant impairment of kidney function, and end stage renal disease.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.013Z
[VSAC] Chronic Liver Disease,[VSAC] Chronic Liver Disease,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of chronic liver disease.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of chronic liver disease or cirrhosis, liver abscess or sequelae of chronic liver disease and other disorders of the liver.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.014Z
[VSAC] Cystic Fibrosis,[VSAC] Cystic Fibrosis,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: Under Development; Data Element Scope: Under Development; Inclusion Criteria: Under Development,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.014Z
[VSAC] Cardiac Disease,[VSAC] Cardiac Disease,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses of cardiac disease.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of cardiac disease.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.014Z
[VSAC] Heart Failure,[VSAC] Heart Failure,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of heart failure.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of heart failure.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.014Z
[VSAC] Coronary Artery Disease No MI,[VSAC] Coronary Artery Disease No MI,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts of a diagnosis of coronary artery disease without myocardial infarction.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of coronary artery disease without myocardial infarction.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.015Z
[VSAC] Cardiomyopathy,[VSAC] Cardiomyopathy,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: This set of values addresses terms representing Cardiomyopathy.; Data Element Scope: The intent of this set of values is to identify patients who have a/an diagnosis of of cardiomyopathy.; Inclusion Criteria: Includes GROUP codes for Cardiomyopathy.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.015Z
[VSAC] HIV,[VSAC] HIV,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for a diagnosis of human immunodeficiency virus (HIV) disease.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of HIV and acquired immunodeficiency syndrome.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.015Z
[VSAC] Hypertension,[VSAC] Hypertension,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses of pre-existing hypertension.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of pre-existing hypertension.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.015Z
[VSAC] Immunodeficient Conditions,[VSAC] Immunodeficient Conditions,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: This set of values contains diagnoses most commonly used for patients with Immunodeficiency conditions.; Data Element Scope: The intent of this data element is to identify patients who have an active  diagnosis of an immunodeficiency condition. Using the Quality Data Model, this particular element will map to the Diagnosis category.; Inclusion Criteria: Include codes representing a diagnosis of  immunodeficient conditions including acquired immune deficiency syndrome, AIDS related Complex, Immunodeficiency Syndromes, Chronic Lymphocytic Leukemia, congenital or hereditary immunodeficiency, human immunodeficiency virus, HIV positive and organ transplant using the SNOMED CT,  ICD 10 CM and ICD 9 CM code systems.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.016Z
[VSAC] Interstitial lung disease,[VSAC] Interstitial lung disease,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: This set of values contains diagnoses most commonly used for patients with interstitial lung disease.; Data Element Scope: The intent of this data element is to identify patients who have an active  diagnosis of interstitial lung disease. Using the Quality Data Model, this particular element will map to the Diagnosis category.; Inclusion Criteria: Include codes representing a diagnosis of  interstitial lung disease using the SNOMED CT,  ICD 10 CM and ICD 9 CM code systems.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.016Z
[VSAC] Mental Health Disorder,[VSAC] Mental Health Disorder,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: The purpose of this value set is to group diagnoses of mental health disorders.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a mental health disorder related to psychotic, nonpsychotic, and mood disorders.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.016Z
[VSAC] Obesity Conditions,[VSAC] Obesity Conditions,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: This set of values contains diagnosis terms representing obesity.; Data Element Scope: The intent of this set of values is to identify patients who have a diagnosis of obesity. Obesity is defined by the CDC as weight causing a BMI that is greater than 30.; Inclusion Criteria: Includes diagnosis terms that represent all types of obesity including those terms that are precoordinated with the cause of the obesity.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.016Z
[VSAC] Overweight or Obese,[VSAC] Overweight or Obese,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to identify concepts for overweight or obese.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of overweight or obese.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.017Z
[VSAC] Pregnancy,[VSAC] Pregnancy,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for diagnoses of pregnancy.; Data Element Scope: This value set may use a model element related to Diagnosis.; Inclusion Criteria: Includes concepts that represent a diagnosis of pregnancy.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.018Z
[VSAC] Pulmonary Hypertension,[VSAC] Pulmonary Hypertension,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to group diagnoses of pulmonary hypertension.; Data Element Scope: This value set may use a model element related to diagnosis.; Inclusion Criteria: Includes concepts that identify a diagnosis of a pulmonary hypertension.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.018Z
[VSAC] Pulmonary Embolism or DVT,[VSAC] Pulmonary Embolism or DVT,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: This value set contains concepts associated with diagnoses of pulmonary embolism or deep vein thrombosis.; Data Element Scope: This value set may use the Quality Data Model (QDM) category related to Diagnosis.; Inclusion Criteria: Includes only relevant concepts associated with  deep vein thrombosis or thrombophlebitis, or pulmonary embolisms (eg, amniotic fluid embolisms).",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.018Z
[VSAC] Sickle Cell Disease and Related Blood Disorders,[VSAC] Sickle Cell Disease and Related Blood Disorders,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: This value set contains concepts that represent sickle cell disease and related blood disorders; Data Element Scope: This value set may use Quality Data Model (QDM) category related diagnosis.; Inclusion Criteria: Includes only relevant concepts associated with the diagnosis representing sickle cells disease and related blood disorders. This is a grouping value set of ICD-10-CM and SNOMED codes.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.019Z
[VSAC] Smoking or Cigarette Use,[VSAC] Smoking or Cigarette Use,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: This set of values addresses terms representing Smoking or Cigarette Use.; Data Element Scope: The intent of this set of values is to identify patients who have a/an documentation of the person's smoking patterns.; Inclusion Criteria: Includes GROUP codes for Smoking or Cigarette Use.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.019Z
[VSAC] Major Transplant,[VSAC] Major Transplant,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: Includes concepts that represent a procedure for a transplant of the heart, thymus, spleen, lung, esophagus, stomach, small intestine, large intestine, liver, pancreas, ovary, uterus, face, hand or pancreatic islet cells.; Data Element Scope: This value set may use a model element related to Procedure.; Inclusion Criteria: Includes concepts that represent a transplant of the heart, thymus, spleen, lung, esophagus, stomach, small intestine, large intestine, liver, pancreas, ovary, uterus, face, hand or pancreatic islet cells.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.019Z
[VSAC] Kidney Transplant,[VSAC] Kidney Transplant,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,Clinical Focus: The purpose of this value set is to represent concepts for a kidney transplant.; Data Element Scope: This value set may use a model element related to Procedure.; Inclusion Criteria: Includes concepts that represent kidney transplants.,,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.019Z
[VSAC] Hematopoietic stem cell transplant,[VSAC] Hematopoietic stem cell transplant,,a39723f3-dc9c-48ce-90ff-06891c29114f,a39723f3-dc9c-48ce-90ff-06891c29114f,Under Construction,Awaiting Editing,"Clinical Focus: Evidence of a hematopoietic stem cell transplant (HSCT) (i.e., bone marrow transplant) in the patient record.; Data Element Scope: Evidence of a HSCT-related diagnosis in the patient record, whether that be as a condition/disorder code for the HSCT itself, or a complication that arises after the HSCT.; Inclusion Criteria: Codes that represent HSCT conditions (regardless of the type of bone marrow/stem cell transplant) and complications of HSCT categorized as conditions.",,,False,a39723f3-dc9c-48ce-90ff-06891c29114f,2022-03-01T00:29:40.020Z
